FID,Type,Source,Verified,Name,Prefix,House_Numb,Unit_Type,Unit_Numbe,Street_Nam,Street_Typ,City,State,Zip,Stop_ID,X_Coord,Y_Coord,Lat,Lon
149,Residential Addresses,MAF Fixes, , ,NE,128, , ,Broadway,St,Portland,OR,97232.000000000000000, ,7647663.250000000000000,688567.250000000000000,45.5349819600569,-122.663968468835
150,Residential Addresses,MAF Fixes, , ,NE,140, , ,Broadway,St,Portland,OR,97232.000000000000000, ,7647693.250000000000000,688564.500000000000000,45.5349766239624,-122.663851147266
151,Residential Addresses,MAF Fixes, , ,SE,2700, , ,138th,Ave,Portland,OR,97236.000000000000000, ,7683883.000000000000000,675932.500000000000000,45.5029133862917,-122.521430095528
152,Residential Addresses,MAF Fixes, , ,NE,1800, , ,Market,Dr,Fairview,OR,97024.000000000000000, ,7704773.000000000000000,686612.900000000020000,45.5336023520347,-122.440976287987
153,Residential Addresses,MAF Fixes, , ,SE,2935, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654906.500000000000000,682474.800000000050000,45.5188067747754,-122.635083014453
154,Residential Addresses,MAF Fixes, , ,SE,2941, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654906.500000000000000,682474.800000000050000,45.5188067747754,-122.635083014453
155,Residential Addresses,MAF Fixes, , ,SE,2923, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654820.750000000000000,682475.800000000050000,45.5188033014447,-122.635417548077
156,Residential Addresses,MAF Fixes, , ,SE,2953, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654820.750000000000000,682475.800000000050000,45.5188033014447,-122.635417548077
157,Residential Addresses,MAF Fixes, , ,SE,2925, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654817.250000000000000,682496.300000000050000,45.5188592530013,-122.635433312035
158,Residential Addresses,MAF Fixes, , ,SE,2951, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654817.250000000000000,682496.300000000050000,45.5188592530013,-122.635433312035
159,Residential Addresses,MAF Fixes, , ,SE,2949, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654836.250000000000000,682501.300000000050000,45.5188743387896,-122.63535972627
160,Residential Addresses,MAF Fixes, , ,SE,2927, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654836.250000000000000,682501.300000000050000,45.5188743387896,-122.63535972627
161,Residential Addresses,MAF Fixes, , ,SE,2947, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654869.250000000000000,682501.300000000050000,45.5188767306378,-122.635231023987
162,Residential Addresses,MAF Fixes, , ,SE,2929, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654869.250000000000000,682501.300000000050000,45.5188767306378,-122.635231023987
163,Residential Addresses,MAF Fixes, , ,SE,2945, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654897.250000000000000,682503.300000000050000,45.5188842434116,-122.635122028229
164,Residential Addresses,MAF Fixes, , ,SE,2931, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654897.250000000000000,682503.300000000050000,45.5188842434116,-122.635122028229
165,Residential Addresses,MAF Fixes, , ,SE,2943, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654919.750000000000000,682503.800000000050000,45.5188872449114,-122.635034328196
166,Residential Addresses,MAF Fixes, , ,SE,2933, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654919.750000000000000,682503.800000000050000,45.5188872449114,-122.635034328196
167,Residential Addresses,MAF Fixes, , ,SE,2939, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654907.250000000000000,682440.300000000050000,45.5187122397894,-122.635076532739
168,Residential Addresses,MAF Fixes, , ,SE,2937, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654907.250000000000000,682440.300000000050000,45.5187122397894,-122.635076532739
169,Residential Addresses,MAF Fixes, , ,SE,2921, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654820.500000000000000,682459.250000000000000,45.5187579078626,-122.635416816652
170,Residential Addresses,MAF Fixes, , ,SE,2955, , ,Washington,St,Portland,OR,97214.000000000000000, ,7654820.500000000000000,682459.250000000000000,45.5187579078626,-122.635416816652
171,Residential Addresses,MAF Fixes, , ,NW,1616, , ,13th,Ave,Portland,OR,97209.000000000000000, ,7642501.500000000000000,688592.939999999940000,45.5346714839208,-122.684107746514
172,Residential Addresses,MAF Fixes, , ,NW,1650, , ,13th,Ave,Portland,OR,97209.000000000000000, ,7642501.500000000000000,688592.939999999940000,45.5346714839208,-122.684107746514
173,Residential Addresses,MAF Fixes, , ,N,300, , ,Graham,St,Portland,OR,97227.000000000000000, ,7646207.000000000000000,691412.699999999950000,45.5426761471123,-122.669947707993
174,Residential Addresses,MAF Fixes, , ,N,5001, , ,Columbia,Blvd,Portland,OR,97203.000000000000000, ,7634147.947999999900000,710930.179899999990000,45.5952875122221,-122.719089374503
175,Residential Addresses,MAF Fixes, , ,SW,917, , ,Gibbs,St,Portland,OR,97239.000000000000000, ,7640662.750000000000000,675749.689999999940000,45.4993229765251,-122.689922447772
176,Residential Addresses,MAF Fixes, , ,SW,915, , ,Gibbs,St,Portland,OR,97239.000000000000000, ,7640662.750000000000000,675749.689999999940000,45.4993229765251,-122.689922447772
177,Residential Addresses,MAF Fixes, , ,SE,3119, , ,8th,Ave,Portland,OR,97202.000000000000000, ,7648824.000000000000000,675931.939999999940000,45.5004249097717,-122.658123184737
178,Residential Addresses,MAF Fixes, , ,N,5325, , ,Williams,Ave,Portland,OR,97217.000000000000000, ,7647033.000000000000000,698523.800000000050000,45.5622331918272,-122.667469462847
179,Residential Addresses,MAF Fixes, , ,NE,5004, , ,6th,Ave,Portland,OR,97211.000000000000000, ,7649116.000000000000000,697398.400000000020000,45.5593006836247,-122.659222055179
180,Residential Addresses,MAF Fixes, , ,SW,7451, , ,Garden Home,Rd,Portland,OR,97223.000000000000000, ,7624233.500000000000000,664061.900000000020000,45.4660401628103,-122.752702243339
181,Residential Addresses,MAF Fixes, , ,SE,1507, , ,39th,Ave,Portland,OR,97214.000000000000000, ,7657941.000000000000000,679869.500000000000000,45.511883047158,-122.622981157457
182,Residential Addresses,MAF Fixes, , ,SW,934, , ,Salmon,St,Portland,OR,97205.000000000000000, ,7642617.000000000000000,682452.560000000060000,45.5178451476935,-122.683009758789
183,Residential Addresses,MAF Fixes, , ,NE,4259, , ,Broadway,St,Portland,OR,97213.000000000000000, ,7659150.000000000000000,688373.599999999980000,45.535286027371,-122.619136582164
184,Residential Addresses,MAF Fixes, , ,SW,8205, , ,24th,Ave,Portland,OR,97219.000000000000000, ,7637150.500000000000000,0.000000000000000,1.#QNAN,1.#QNAN
185,Residential Addresses,MAF Fixes, , ,W,920, , ,Burnside,St,Portland,OR,97209.000000000000000, ,7643297.500000000000000,684274.500000000000000,45.5228907138779,-122.680547672523
186,Residential Addresses,MAF Fixes, , ,NW,3610, , ,St Helens,Rd,Portland,OR,97210.000000000000000, ,7632253.500000000000000,694003.439999999940000,45.548738320466,-122.724666922344
187,Residential Addresses,MAF Fixes, , ,SW,506, , ,6th,Ave,Portland,OR,97204.000000000000000, ,7644010.000000000000000,683275.099999999980000,45.5202033823646,-122.677663623627
188,Residential Addresses,MAF Fixes, , ,SW,7642, , ,Capitol,Hwy,Portland,OR,97219.000000000000000, ,7635559.000000000000000,664823.250000000000000,45.4689850805271,-122.708655254649
189,Residential Addresses,MAF Fixes, , ,NE,1407, , ,Halsey,St,Portland,OR,97232.000000000000000, ,7650280.000000000000000,688057.599999999980000,45.5337764120415,-122.653707115347
190,Residential Addresses,MAF Fixes, , ,NE,1405, , ,Halsey,St,Portland,OR,97232.000000000000000, ,7650163.500000000000000,688061.300000000050000,45.5337780386957,-122.654161974778
191,Residential Addresses,MAF Fixes, , ,NE,1839, , ,Couch,St,Portland,OR,97232.000000000000000, ,7652010.000000000000000,684339.300000000050000,45.5237082157971,-122.646572758761
192,Multifamily Residential,MAF Multifamily, , ,NE,5272,APARTMENT,108,6TH,AVE,PORTLAND,OR,97211.000000000000000, ,7649106.232939999600000,698192.659119999970000,45.5614775603717,-122.659343045284
193,Multifamily Residential,MAF Multifamily, , ,SW,12655,#,530,CENTER,ST,BEAVERTON,OR,97005.000000000000000, ,7610693.962930000400000,674611.312339999950000,45.4939149010406,-122.806629054045
194,Multifamily Residential,MAF Multifamily, , ,NW,1230,APARTMENT,610,12TH,AVE,PORTLAND,OR,97209.000000000000000, ,7642707.403869999600000,687569.417980000030000,45.5318805916021,-122.683196572129
195,Multifamily Residential,MAF Multifamily, , ,SW,523,APARTMENT,207,13TH,AVE,PORTLAND,OR,97205.000000000000000, ,7642162.623030000400000,683894.145009999980000,45.5217638211383,-122.684933881665
196,Multifamily Residential,MAF Multifamily, , ,SW,1035,APARTMENT,5,BERTHA,BLVD,PORTLAND,OR,97219.000000000000000, ,7640402.474080000100000,665633.547900000010000,45.4715682477319,-122.689867893503
197,Multifamily Residential,MAF Multifamily, , ,N,8832,APARTMENT,911,SYRACUSE,ST,PORTLAND,OR,97203.000000000000000, ,7624126.580050000000000,709461.913060000050000,45.5905007042143,-122.758064142773
198,Multifamily Residential,MAF Multifamily, , ,SW,10706,APARTMENT,22,CAPITOL,HWY,PORTLAND,OR,97219.000000000000000, ,7631392.216860000000000,657232.105970000030000,45.4478590317308,-122.724076769781
199,Multifamily Residential,MAF Multifamily, , ,NE,436,APARTMENT,7,63RD,AVE,PORTLAND,OR,97213.000000000000000, ,7664440.548879999700000,684784.189959999990000,45.5258234907121,-122.598133120042
200,Multifamily Residential,MAF Multifamily, , ,NW,1030,APARTMENT,506,12TH,AVE,PORTLAND,OR,97209.000000000000000, ,7642753.449149999800000,687038.857940000020000,45.5304293847738,-122.682961018405
201,Multifamily Residential,MAF Multifamily, , ,SW,14570,#,249,HART,RD,BEAVERTON,OR,97007.000000000000000, ,7605270.604000000300000,664184.513120000020000,45.4649025349094,-122.826599053601
202,Multifamily Residential,MAF Multifamily, , ,SE,6404,APARTMENT,217,23RD,AVE,PORTLAND,OR,97202.000000000000000, ,7652737.916989999800000,667245.097109999970000,45.4768935796795,-122.641965488103
203,Multifamily Residential,MAF Multifamily, , ,S,1655,UNIT,531,ELM,ST,CANBY,OR,97013.000000000000000, ,7635081.187660000300000,584965.586290000010000,45.2499982039402,-122.702033736194
204,Multifamily Residential,MAF Multifamily, , ,SW,14725,#,511,OSPREY,DR,BEAVERTON,OR,97007.000000000000000, ,7604609.940290000300000,656432.413709999990000,45.4435972791312,-122.828302413535
205,Multifamily Residential,MAF Multifamily, , ,NW,824,APARTMENT,603,20TH,AVE,PORTLAND,OR,97209.000000000000000, ,7640351.133860000400000,686578.233920000030000,45.5289881228168,-122.692283175035
206,Multifamily Residential,MAF Multifamily, , ,NW,333,UNIT,609,9TH,AVE,PORTLAND,OR,97209.000000000000000, ,7643271.688980000100000,685218.353020000040000,45.5254765411179,-122.680747734407
207,Multifamily Residential,MAF Multifamily, , ,SW,16402,#,202,ESTUARY,DR,BEAVERTON,OR,97006.000000000000000, ,7600966.049870000200000,682930.866470000010000,45.515955330025,-122.84549095374
208,Multifamily Residential,MAF Multifamily, , ,NW,2328,APARTMENT,2,GLISAN,ST,PORTLAND,OR,97210.000000000000000, ,7638557.763120000300000,685536.094159999980000,45.5259972705857,-122.699167862101
209,Multifamily Residential,MAF Multifamily, , ,SW,3350,#,12,126TH,AVE,BEAVERTON,OR,97005.000000000000000, ,7610812.073490000300000,675320.480970000030000,45.4958683891238,-122.806247578386
210,Multifamily Residential,MAF Multifamily, , ,SW,14742,#,818,SCHOLLS FERRY,RD,BEAVERTON,OR,97007.000000000000000, ,7605017.541340000000000,652983.536420000020000,45.4341740403615,-122.826328070237
211,Multifamily Residential,MAF Multifamily, , ,SW,8900,APT,#1322,SWEEK,DR,TUALATIN,OR,97062.000000000000000, ,7618756.576449999600000,634383.250450000050000,45.3842505696903,-122.770790759627
212,Multifamily Residential,MAF Multifamily, , ,NW,2575,APARTMENT,23,MARSHALL,ST,PORTLAND,OR,97210.000000000000000, ,7637281.157150000300000,687254.275920000040000,45.5306125193924,-122.704330121361
213,Multifamily Residential,MAF Multifamily, , ,SE,12025,UNIT,55,STEVENS,RD,HAPPY VALLEY,OR,97086.000000000000000, ,7671854.418639999800000,652124.346129999960000,45.4368008545865,-122.56595594513
214,Multifamily Residential,MAF Multifamily, , ,NW,800,#,103,118TH,AVE,BEAVERTON,OR,97229.000000000000000, ,7613681.951770000200000,686490.809709999940000,45.526716811393,-122.796298000401
215,Multifamily Residential,MAF Multifamily, , ,SE,334,APT,I,4TH,AVE,HILLSBORO,OR,97123.000000000000000, ,7565508.274930000300000,685292.269029999970000,45.519522749676,-122.984037823551
216,Multifamily Residential,MAF Multifamily, , ,SW,8300,#,36,GREENWAY, ,BEAVERTON,OR,97008.000000000000000, ,7612696.411750000000000,662144.910760000000000,45.4598935341412,-122.79744094045
217,Multifamily Residential,MAF Multifamily, , ,NW,3057,APT,1415,OVERLOOK,DR,HILLSBORO,OR,97124.000000000000000, ,7591168.245729999600000,693540.150589999980000,45.5442540289519,-122.884919420868
218,Multifamily Residential,MAF Multifamily, , ,SE,3130,APARTMENT,103,STARK,ST,PORTLAND,OR,97214.000000000000000, ,7655671.871059999800000,682459.454069999980000,45.5188201304977,-122.632096435013
219,Multifamily Residential,MAF Multifamily, , ,SW,2024,#,119,MERLO,CT,BEAVERTON,OR,97003.000000000000000, ,7600751.864170000000000,678898.140750000020000,45.5048824452707,-122.845869437184
220,Multifamily Residential,MAF Multifamily, , ,SE,2055,APT,222,44TH,AVE,HILLSBORO,OR,97123.000000000000000, ,7576644.080380000200000,679574.757869999970000,45.5047792896217,-122.939937977177
221,Multifamily Residential,MAF Multifamily, , ,SW,737,APARTMENT,408,17TH,AVE,PORTLAND,OR,97205.000000000000000, ,7640922.596130000400000,683856.805120000030000,45.5215693795584,-122.689766282821
222,Multifamily Residential,MAF Multifamily, , ,N,287,APT,15,10TH,AVE,CORNELIUS,OR,97113.000000000000000, ,7546035.777920000300000,687027.214739999970000,45.5226118566575,-123.060185639634
223,Multifamily Residential,MAF Multifamily, , ,SE,2511,SP,95,RIVER,RD,HILLSBORO,OR,97123.000000000000000, ,7572349.659450000200000,678774.045599999950000,45.5022273227225,-122.956585517453
224,Multifamily Residential,MAF Multifamily, , ,E,5316,APARTMENT,24,BURNSIDE,ST,PORTLAND,OR,97215.000000000000000, ,7661760.202100000300000,683593.108920000030000,45.5223664896092,-122.608466752568
225,Multifamily Residential,MAF Multifamily, , , ,1672,UNIT,E,WILLAMETTE FALLS,DR,WEST LINN,OR,97068.000000000000000, ,7647516.497379999600000,618903.746389999990000,45.3439709752925,-122.657282496355
226,Multifamily Residential,MAF Multifamily, , ,NW,2250,UNIT,202,KEARNEY,ST,PORTLAND,OR,97210.000000000000000, ,7638998.685039999900000,686535.523949999940000,45.52877026467,-122.697554116651
227,Multifamily Residential,MAF Multifamily, , ,NW,416,APARTMENT,115,13TH,AVE,PORTLAND,OR,97209.000000000000000, ,7642452.808070000300000,685479.907149999980000,45.5261329762363,-122.683969331037
228,Multifamily Residential,MAF Multifamily, , ,SE,3035,APARTMENT,1,ANKENY,ST,PORTLAND,OR,97214.000000000000000, ,7655175.562010000500000,683738.695870000050000,45.5222915176857,-122.634163896432
229,Multifamily Residential,MAF Multifamily, , ,E,10610,APARTMENT,202,BURNSIDE,ST,PORTLAND,OR,97216.000000000000000, ,7675675.931099999700000,683209.328080000010000,45.5222973724681,-122.554151624826
230,Multifamily Residential,MAF Multifamily, , ,NE,1322,STE,310,ORENCO STATION,PKWY,HILLSBORO,OR,97124.000000000000000, ,7582978.171260000200000,690158.961610000000000,45.5343172881817,-122.916477746288
231,Multifamily Residential,MAF Multifamily, , ,NW,550,APARTMENT,501,19TH,AVE,PORTLAND,OR,97209.000000000000000, ,7640901.413060000200000,685741.888120000020000,45.5267360729466,-122.690048249247
232,Multifamily Residential,MAF Multifamily, , ,SW,1615,APARTMENT,415,MORRISON,ST,PORTLAND,OR,97205.000000000000000, ,7641269.402889999600000,683974.176839999970000,45.5219169437308,-122.688426075042
233,Multifamily Residential,MAF Multifamily, , ,SW,2722,APARTMENT,2,SPRING GARDEN,ST,PORTLAND,OR,97219.000000000000000, ,7636420.121059999800000,662308.539039999950000,45.4621550172071,-122.705032344836
234,Multifamily Residential,MAF Multifamily, , ,SW,3550,UNIT,325,BOND,AVE,PORTLAND,OR,97239.000000000000000, ,7645742.664040000200000,674929.479000000050000,45.4974501064697,-122.67003156486
235,Multifamily Residential,MAF Multifamily, , ,NW,1260,UNIT,107,NAITO,PKWY,PORTLAND,OR,97209.000000000000000, ,7643914.764109999900000,687824.515090000000000,45.532669359315,-122.678513611933
236,Multifamily Residential,MAF Multifamily, , ,SW,2336,UNIT,603,OSAGE,ST,PORTLAND,OR,97205.000000000000000, ,7638348.179130000100000,684422.899929999960000,45.5229296264828,-122.699867081358
237,Multifamily Residential,MAF Multifamily, , ,NW,2327,APARTMENT,4,NORTHRUP,ST,PORTLAND,OR,97210.000000000000000, ,7638660.109910000100000,687511.961939999950000,45.5314220560153,-122.698978478198
238,Multifamily Residential,MAF Multifamily, , ,NW,19295,APT,237,CORNELL,RD,HILLSBORO,OR,97124.000000000000000, ,7593646.076440000000000,690070.665679999980000,45.534942693769,-122.874854178885
239,Multifamily Residential,MAF Multifamily, , ,NW,1400,APARTMENT,113,IRVING,ST,PORTLAND,OR,97209.000000000000000, ,7641972.428150000100000,686014.636150000030000,45.5275633986894,-122.685899499334
240,Multifamily Residential,MAF Multifamily, , ,NW,27,APARTMENT,45,TRINITY,PL,PORTLAND,OR,97209.000000000000000, ,7640502.727029999700000,684581.259839999960000,45.5235243723437,-122.691480510114
241,Multifamily Residential,MAF Multifamily, , ,SW,917,SUITE,218,OAK,ST,PORTLAND,OR,97205.000000000000000, ,7643310.362859999800000,684248.606950000040000,45.5228206755772,-122.680494777356
242,Multifamily Residential,MAF Multifamily, , ,SE,911,APARTMENT,110,60TH,AVE,PORTLAND,OR,97215.000000000000000, ,7663298.456039999600000,681398.288060000050000,45.516458778392,-122.602244219362
243,Multifamily Residential,MAF Multifamily, , ,SE,1404,APARTMENT,B,PINE,ST,PORTLAND,OR,97214.000000000000000, ,7650740.074149999800000,683237.418960000040000,45.5205945484505,-122.6514114791
244,Multifamily Residential,MAF Multifamily, , ,SW,1104,UNIT,102,COLUMBIA,ST,PORTLAND,OR,97201.000000000000000, ,7641822.455050000000000,681648.999019999990000,45.5155831272143,-122.686023615484
245,Multifamily Residential,MAF Multifamily, , , ,668,UNIT,76,MCVEY,AVE,LAKE OSWEGO,OR,97034.000000000000000, ,7646094.197510000300000,643650.634839999960000,45.4117175697619,-122.665391954774
246,Multifamily Residential,MAF Multifamily, , , ,4805,APT,P,PARKVIEW,DR,LAKE OSWEGO,OR,97035.000000000000000, ,7630604.436019999900000,646966.367779999970000,45.4196539538499,-122.726043224211
247,Multifamily Residential,MAF Multifamily, , ,SW,17,APARTMENT,210,2ND,AVE,PORTLAND,OR,97204.000000000000000, ,7645340.625000000000000,684180.067909999980000,45.5227827583834,-122.672568971505
248,Multifamily Residential,MAF Multifamily, , ,SW,7910,UNIT,306,31ST,AVE,PORTLAND,OR,97219.000000000000000, ,7635546.559059999900000,664164.204069999980000,45.4671772474905,-122.708633510658
249,Multifamily Residential,MAF Multifamily, , ,NE,14212,APARTMENT,1,SANDY,BLVD,PORTLAND,OR,97230.000000000000000, ,7685270.816929999700000,694161.175850000000000,45.5529881575416,-122.51779435522
250,Multifamily Residential,MAF Multifamily, , ,SW,1221,UNIT,1305,10TH,AVE,PORTLAND,OR,97205.000000000000000, ,7642184.000000000000000,681936.937009999990000,45.5163993788759,-122.684644041205
251,Multifamily Residential,MAF Multifamily, , , ,19759,UNIT,C,RIVER,RD,GLADSTONE,OR,97027.000000000000000, ,7661798.080380000200000,630170.213579999980000,45.3758944439664,-122.602894210037
252,Multifamily Residential,MAF Multifamily, , ,SW,2207,APT,91,STURGES,LN,TROUTDALE,OR,97060.000000000000000, ,7712521.339900000000000,685911.212930000040000,45.5321849242002,-122.410682529112
253,Multifamily Residential,MAF Multifamily, , ,SW,3280,#,1608,170TH,AVE,BEAVERTON,OR,97003.000000000000000, ,7600228.059059999900000,675547.744090000050000,45.4956554922062,-122.847531995732
254,Multifamily Residential,MAF Multifamily, , ,SW,620,#,307,150TH,AVE,BEAVERTON,OR,97006.000000000000000, ,7604698.873359999600000,682590.206690000020000,45.5153176583998,-122.830896069215
255,Multifamily Residential,MAF Multifamily, , ,NW,18855,RM,617,TANASBOURNE,DR,HILLSBORO,OR,97124.000000000000000, ,7594878.645670000500000,692150.830049999990000,45.540744684006,-122.870284236705
256,Multifamily Residential,MAF Multifamily, , ,SE,5200,APARTMENT,3,132ND,AVE,PORTLAND,OR,97236.000000000000000, ,7682203.660100000000000,669445.923889999980000,45.485012861518,-122.527343222875
257,Multifamily Residential,MAF Multifamily, , ,SW,1819,APARTMENT,6,18TH,AVE,PORTLAND,OR,97201.000000000000000, ,7639653.951120000300000,681397.102029999950000,45.514731290984,-122.694453585679
258,Multifamily Residential,MAF Multifamily, , ,SW,3515,APARTMENT,X1,BARBUR,BLVD,PORTLAND,OR,97239.000000000000000, ,7643286.923879999700000,674649.666010000040000,45.4965016566924,-122.679575933221
259,Multifamily Residential,MAF Multifamily, , ,NW,772,#,104,118TH,AVE,BEAVERTON,OR,97229.000000000000000, ,7613780.449480000000000,686399.811349999970000,45.5264750101805,-122.795903731373
260,Multifamily Residential,MAF Multifamily, , ,NW,1030,APARTMENT,208,12TH,AVE,PORTLAND,OR,97209.000000000000000, ,7642753.449149999800000,687038.857940000020000,45.5304293847738,-122.682961018405
261,Multifamily Residential,MAF Multifamily, , ,SE,1118,APARTMENT,2,RHONE,ST,PORTLAND,OR,97202.000000000000000, ,7649784.869090000200000,674291.988849999970000,45.4959989531892,-122.654206444394
262,Multifamily Residential,MAF Multifamily, , ,SW,13820,#,308,ELECTRIC,ST,BEAVERTON,OR,97005.000000000000000, ,7607236.614830000300000,673938.449150000000000,45.4917987179901,-122.820030836641
263,Multifamily Residential,MAF Multifamily, , ,SW,7845,#,7,HALL,BLVD,BEAVERTON,OR,97008.000000000000000, ,7611476.395010000100000,663257.872050000010000,45.4628495968241,-122.802317478029
264,Multifamily Residential,MAF Multifamily, , ,SW,15270,#,103,SPARROW,LOOP,BEAVERTON,OR,97007.000000000000000, ,7603143.126640000400000,652260.697840000040000,45.4320440635085,-122.833545713245
265,Multifamily Residential,MAF Multifamily, , ,NE,1053,APT,D304,ORENCO STATION,PKWY,HILLSBORO,OR,97124.000000000000000, ,7582804.684709999700000,689149.477360000020000,45.5315356167558,-122.917036632009
266,Multifamily Residential,MAF Multifamily, , ,NE,1645,APARTMENT,B4,162ND,AVE,PORTLAND,OR,97230.000000000000000, ,7690365.982939999600000,687398.961939999950000,45.5347946463972,-122.497257512293
267,Multifamily Residential,MAF Multifamily, , ,SW,204,APARTMENT,505,8TH,AVE,PORTLAND,OR,97205.000000000000000, ,7643928.749020000000000,684201.601050000060000,45.5227375444921,-122.678077951258
268,Multifamily Residential,MAF Multifamily, , , ,5000,UNIT,5,BROADWAY,ST,WEST LINN,OR,97068.000000000000000, ,7659624.223749999900000,624823.616799999960000,45.36107939708,-122.610807620573
269,Multifamily Residential,MAF Multifamily, , ,SW,1125,APARTMENT,102,12TH,AVE,PORTLAND,OR,97205.000000000000000, ,7641827.869090000200000,682387.085960000050000,45.5176071237746,-122.686080405442
270,Multifamily Residential,MAF Multifamily, , ,NW,2211,SUITE,210,FRONT,AVE,PORTLAND,OR,97209.000000000000000, ,7640819.292980000400000,690153.276900000060000,45.5388244899383,-122.690835278539
271,Multifamily Residential,MAF Multifamily, , ,NW,520,#,308,LOST SPRINGS,TER,BEAVERTON,OR,97229.000000000000000, ,7612861.642719999900000,685040.620080000020000,45.522677043648,-122.799336502024
272,Multifamily Residential,MAF Multifamily, , ,NE,1005,APT,137,17TH,AVE,HILLSBORO,OR,97124.000000000000000, ,7570327.503610000000000,689734.096780000020000,45.5321043481925,-122.965773300981
273,Multifamily Residential,MAF Multifamily, , ,SE,3709,APARTMENT,200,HAWTHORNE,BLVD,PORTLAND,OR,97214.000000000000000, ,7657279.736879999700000,680023.521979999960000,45.5122576532076,-122.62557562592
274,Multifamily Residential,MAF Multifamily, , ,NW,1037,APARTMENT,108,20TH,AVE,PORTLAND,OR,97209.000000000000000, ,7640222.583990000200000,687118.360890000010000,45.5304593997833,-122.692841807176
275,Multifamily Residential,MAF Multifamily, , ,SE,9105,UNIT,15,32ND,AVE,MILWAUKIE,OR,97222.000000000000000, ,7655565.084970000200000,659696.479000000050000,45.4564020839762,-122.630171622697
276,Multifamily Residential,MAF Multifamily, , ,N,3951,SUITE,406,WILLIAMS,AVE,PORTLAND,OR,97227.000000000000000, ,7647067.436019999900000,694580.412069999960000,45.5514242924946,-122.666922150153
277,Multifamily Residential,MAF Multifamily, , ,SW,6685,APT,#45,SAGERT,ST,TUALATIN,OR,97062.000000000000000, ,7625063.282370000100000,631840.733969999940000,45.3777632121881,-122.745978172833
278,Multifamily Residential,MAF Multifamily, , ,SE,3808,APARTMENT,4,CESAR E CHAVEZ,BLVD,PORTLAND,OR,97202.000000000000000, ,7658042.631889999800000,673826.455049999990000,45.4953218935306,-122.621965745186
279,Multifamily Residential,MAF Multifamily, , ,NW,2020,APARTMENT,205,NORTHRUP,ST,PORTLAND,OR,97209.000000000000000, ,7640179.413060000200000,687315.810040000010000,45.5309975243673,-122.693031119975
280,Multifamily Residential,MAF Multifamily, , , ,543,UNIT,C-1,3RD,ST,LAKE OSWEGO,OR,97034.000000000000000, ,7646003.931099999700000,647316.244090000050000,45.4217611799955,-122.666126000291
281,Multifamily Residential,MAF Multifamily, , ,SW,1125,APARTMENT,303,12TH,AVE,PORTLAND,OR,97205.000000000000000, ,7641827.869090000200000,682387.085960000050000,45.5176071237746,-122.686080405442
282,Multifamily Residential,MAF Multifamily, , ,W,2139,APARTMENT,302,BURNSIDE,ST,PORTLAND,OR,97210.000000000000000, ,7639552.219159999900000,684591.287069999960000,45.5234810985536,-122.695188849275
283,Multifamily Residential,MAF Multifamily, , ,NE,11221,APARTMENT,14,GLISAN,ST,PORTLAND,OR,97220.000000000000000, ,7677387.075129999800000,684833.783139999960000,45.52687040914,-122.547638076012
284,Multifamily Residential,MAF Multifamily, , ,NW,926,SUITE,150,13TH,AVE,PORTLAND,OR,97209.000000000000000, ,7642503.352029999700000,686782.994090000050000,45.529709355595,-122.68390961112
285,Multifamily Residential,MAF Multifamily, , ,SW,8330,#,63,GREENWAY, ,BEAVERTON,OR,97008.000000000000000, ,7612609.541989999800000,662072.352360000020000,45.4596878321645,-122.797771326695
286,Multifamily Residential,MAF Multifamily, , ,NE,3141,APARTMENT,324,148TH,AVE,PORTLAND,OR,97230.000000000000000, ,7686986.408140000000000,691393.063979999980000,45.5455158465014,-122.510830216489
287,Multifamily Residential,MAF Multifamily, , ,SE,5200,APARTMENT,18,132ND,AVE,PORTLAND,OR,97236.000000000000000, ,7682203.660100000000000,669445.923889999980000,45.485012861518,-122.527343222875
288,Multifamily Residential,MAF Multifamily, , ,SW,707,SUITE,500,WASHINGTON,ST,PORTLAND,OR,97205.000000000000000, ,7643623.887140000200000,683637.990160000040000,45.5211697599713,-122.679207688853
289,Multifamily Residential,MAF Multifamily, , ,SW,2409,APARTMENT,8,NEBRASKA,ST,PORTLAND,OR,97239.000000000000000, ,7637329.820869999900000,668047.716860000040000,45.4779581321408,-122.702097692823
290,Multifamily Residential,MAF Multifamily, , ,NE,391,APT,D,AUTUMN ROSE,WAY,HILLSBORO,OR,97124.000000000000000, ,7565071.168309999600000,692300.281169999970000,45.5386974448532,-122.986583764108
